Kolumna1,Kolumna2,Kolumna3,Kolumna4
SPY900169-01004,00:43:07:24,#N/D,
SPY900169-01005,00:42:39:06,#N/D,
SPY900169-01006,00:43:05:20,#N/D,
SPY900169-01007,00:42:37:08,#N/D,
SPY900169-01008,00:42:31:12,#N/D,
SPP900559,00:00:15:00,#N/D,
SPI900164,00:26:28:09,#N/D,
SPI900211,00:26:17:23,#N/D,
G029244,00:00:15:00,#N/D,
G029245,00:00:15:00,#N/D,
G029246,00:00:15:00,#N/D,
G029247,00:00:30:00,#N/D,
G029837,00:00:30:00,#N/D,
SPY900128-01001,00:41:50:01,#N/D,
SPY900128-01002,00:41:44:02,#N/D,
SPY900168-01008,00:25:07:00,#N/D,
SPY900190-01008,00:25:03:00,#N/D,
SPY900231-01001,00:47:18:21,#N/D,
SPY900231-01002,00:49:35:21,#N/D,
G029839,00:00:25:00,#N/D,
G029840,00:00:25:00,#N/D,
G029841,00:00:25:00,#N/D,
G029842,00:00:25:00,#N/D,
SPP901016,00:00:10:00,#N/D,
SPY900128-01003,00:42:27:12,#N/D,
SPY900128-01004,00:41:51:15,#N/D,
SPP901003,00:00:14:00,#N/D,
SPP901024,00:00:30:00,#N/D,
SPP901025,00:00:30:00,#N/D,
SPP901026,00:00:30:00,#N/D,
SPP901027,00:00:30:00,#N/D,
SPP901028,00:00:15:00,#N/D,
SPP901029,00:00:15:00,#N/D,
SPP901030,00:00:15:00,#N/D,
SPP901031,00:00:15:00,#N/D,
SPP901032,00:00:30:00,#N/D,
SPP901033,00:00:30:00,#N/D,
SPP901034,00:00:30:00,#N/D,
SPP901035,00:00:30:00,#N/D,
SPP901036,00:00:15:00,#N/D,
SPP901037,00:00:15:00,#N/D,
SPP901038,00:00:15:00,#N/D,
SPP901039,00:00:15:00,#N/D,
G029872,00:00:30:00,#N/D,
G029878,00:00:30:00,#N/D,
SPP901040,00:00:30:00,#N/D,
SPP901041,00:00:30:00,#N/D,
SPP901042,00:00:30:00,#N/D,
SPP901043,00:00:30:00,#N/D,
SPP901044,00:00:30:00,#N/D,
SPP901045,00:00:15:00,#N/D,
SPP901046,00:00:15:00,#N/D,
SPP901047,00:00:15:00,#N/D,
SPP901048,00:00:15:00,#N/D,
SPP901049,00:00:15:00,#N/D,
SPY900020-02039,00:25:49:00,#N/D,
SPY900168-01009,00:25:41:00,#N/D,
SPY900190-01009,00:25:39:00,#N/D,
SPP901065,00:00:15:00,#N/D,
SPP901066,00:00:15:00,#N/D,
SPP901067,00:00:15:00,#N/D,
SPP901068,00:00:30:00,#N/D,
SPP901069,00:00:30:00,#N/D,
SPP901070,00:00:30:00,#N/D,
SPP901071,00:00:15:00,#N/D,
SPP901072,00:00:15:00,#N/D,
SPP901073,00:00:15:00,#N/D,
G029880,00:00:20:00,#N/D,
G029881,00:00:25:00,#N/D,
G029882,00:00:10:00,#N/D,
G029883,00:00:20:00,#N/D,
G029884,00:00:10:00,#N/D,
G029885,00:00:20:00,#N/D,
SPI900166,00:45:53:03,#N/D,
SPP901017,00:00:10:00,#N/D,
SPP901062,00:00:30:00,#N/D,
SPP901063,00:00:30:00,#N/D,
SPP901064,00:00:30:00,#N/D,
SPP901004,00:00:14:00,#N/D,
SPP901050,00:00:20:00,#N/D,
