Kolumna1,Kolumna2,Kolumna3,Kolumna4
SPP900805,00:00:15:00,#N/D,
SPP900806,00:00:15:00,#N/D,
SPP900807,00:00:30:00,#N/D,
SPP900808,00:00:30:00,#N/D,
SPP900809,00:00:30:00,#N/D,
SPP900810,00:00:30:00,#N/D,
SPP900811,00:00:30:00,#N/D,
SPP900812,00:00:15:00,#N/D,
SPP900813,00:00:15:00,#N/D,
SPP900814,00:00:15:00,#N/D,
SPP900815,00:00:15:00,#N/D,
SPP900816,00:00:15:00,#N/D,
SPP900817,00:00:30:00,#N/D,
SPP900818,00:00:30:00,#N/D,
SPP900819,00:00:30:00,#N/D,
SPP900820,00:00:30:00,#N/D,
SPP900821,00:00:30:00,#N/D,
SPP900822,00:00:30:00,#N/D,
SPP900823,00:00:30:00,#N/D,
SPP900824,00:00:30:00,#N/D,
SPP900825,00:00:15:00,#N/D,
SPP900826,00:00:15:00,#N/D,
SPP900827,00:00:15:00,#N/D,
SPP900828,00:00:15:00,#N/D,
SPP900829,00:00:15:00,#N/D,
SPP900830,00:00:15:00,#N/D,
SPP900831,00:00:15:00,#N/D,
SPP900832,00:00:15:00,#N/D,
SPP900833,00:00:30:00,#N/D,
SPP900834,00:00:30:00,#N/D,
SPP900835,00:00:30:00,#N/D,
SPP900836,00:00:30:00,#N/D,
SPP900837,00:00:30:00,#N/D,
SPP900838,00:00:15:00,#N/D,
SPP900839,00:00:15:00,#N/D,
SPP900840,00:00:15:00,#N/D,
SPP900841,00:00:15:00,#N/D,
SPP900842,00:00:15:00,#N/D,
SPP900843,00:00:30:00,#N/D,
SPP900844,00:00:30:00,#N/D,
SPP900845,00:00:30:00,#N/D,
SPP900846,00:00:30:00,#N/D,
SPP900847,00:00:30:00,#N/D,
SPP900848,00:00:30:00,#N/D,
SPP900849,00:00:15:00,#N/D,
SPP900850,00:00:15:00,#N/D,
SPP900851,00:00:15:00,#N/D,
SPP900852,00:00:15:00,#N/D,
SPP900853,00:00:15:00,#N/D,
SPP900854,00:00:15:00,#N/D,
SPP900855,00:00:45:00,#N/D,
SPP900856,00:00:30:00,#N/D,
SPP900857,00:01:00:00,#N/D,
SPP900858,00:00:30:00,#N/D,
SPP900859,00:00:30:00,#N/D,
SPP900860,00:00:30:00,#N/D,
SPP900861,00:00:30:00,#N/D,
SPP900862,00:00:30:00,#N/D,
SPP900863,00:00:15:00,#N/D,
SPP900864,00:00:15:00,#N/D,
SPP900865,00:00:15:00,#N/D,
SPP900866,00:00:15:00,#N/D,
SPP900867,00:00:15:00,#N/D,
SPP900868,00:01:42:00,#N/D,
SPP900870,00:00:30:00,#N/D,
SPP900871,00:00:15:00,#N/D,
SPP900872,00:00:20:00,#N/D,
SPP900873,00:00:20:00,#N/D,
SPP900874,00:00:20:00,#N/D,
SPP900875,00:01:00:00,#N/D,
SPP900876,00:02:52:11,#N/D,
SPP900877,00:01:09:15,#N/D,
SPP900878,00:03:30:20,#N/D,
SPP900879,00:02:58:22,#N/D,
SPP900880,00:03:41:09,#N/D,
SPP900881,00:05:59:16,#N/D,
SPP900882,00:01:27:09,#N/D,
SPP900883,00:01:41:20,#N/D,
SPP900884,00:02:42:01,#N/D,
SPP900885,00:02:57:05,#N/D,
SPP900886,00:02:03:02,#N/D,
SPP900887,00:01:39:22,#N/D,
SPP900888,00:01:54:23,#N/D,
SPP900889,00:03:32:00,#N/D,
SPP900890,00:01:02:00,#N/D,
SPP900891,00:02:59:01,#N/D,
SPP900892,00:01:23:23,#N/D,
SPP900893,00:01:04:07,#N/D,
SPP900894,00:03:03:10,#N/D,
SPP900895,00:03:07:24,#N/D,
SPP900896,00:02:35:00,#N/D,
SPP900897,00:00:30:00,#N/D,
SPP900898,00:00:15:00,#N/D,
SPP900899,00:00:14:00,#N/D,
SPP900900,00:00:15:00,#N/D,
SPP900905,00:00:30:00,#N/D,
SPP900906,00:00:30:00,#N/D,
SPP900907,00:00:30:00,#N/D,
SPP900908,00:00:30:00,#N/D,
SPP900909,00:00:30:00,#N/D,
SPP900910,00:00:15:00,#N/D,
SPP900911,00:00:15:00,#N/D,
SPP900912,00:00:15:00,#N/D,
SPP900913,00:00:15:00,#N/D,
SPP900914,00:00:15:00,#N/D,
SPP900915,00:00:30:00,#N/D,
SPP900916,00:00:30:00,#N/D,
SPP900917,00:00:30:00,#N/D,
SPP900918,00:00:30:00,#N/D,
SPP900919,00:00:30:00,#N/D,
SPP900920,00:00:15:00,#N/D,
SPP900921,00:00:15:00,#N/D,
SPP900922,00:00:15:00,#N/D,
SPP900923,00:00:15:00,#N/D,
SPP900924,00:00:15:00,#N/D,
SPP900955,00:00:30:00,#N/D,
SPP900956,00:00:15:00,#N/D,
SPP900957,00:00:45:00,#N/D,
SPP900958,00:00:20:00,#N/D,
SPP900963,00:00:30:00,#N/D,
SPP900964,00:00:15:00,#N/D,
SPP900965,00:01:00:00,#N/D,
SPP900966,00:00:33:00,#N/D,
SPY900001-01001,00:22:12:11,00:22:12:11,
SPY900001-01002,00:21:54:10,00:21:54:10,
SPY900001-01003,00:22:10:17,00:22:10:17,
SPY900001-01004,00:22:10:02,00:22:10:02,
SPY900001-01005,00:22:09:23,00:22:09:23,
SPY900001-01006,00:22:00:12,00:22:00:12,
SPY900001-02001,00:21:41:06,00:21:41:06,
SPY900001-02002,00:21:56:10,00:21:56:10,
SPY900001-02003,00:22:25:08,00:22:25:08,
SPY900001-02004,00:22:19:05,00:22:19:05,
SPY900001-02005,00:22:10:02,00:22:10:02,
SPY900001-02006,00:22:03:11,00:22:03:11,
SPY900001-02007,00:22:05:02,00:22:05:02,
SPY900001-02008,00:21:50:15,00:21:50:15,
SPY900002-01001,00:42:26:21,00:42:26:21,
SPY900002-01002,00:41:24:02,00:41:24:02,
SPY900002-01003,00:41:51:17,00:41:51:17,
SPY900002-01004,00:42:41:00,00:42:41:00,
SPY900002-01005,00:41:56:14,00:41:56:14,
SPY900002-01006,00:41:15:22,00:41:15:22,
SPY900002-01007,00:41:30:14,00:41:30:14,
SPY900002-01009,00:40:47:17,00:40:47:17,
SPY900002-01010,00:41:22:02,00:41:22:02,
SPY900003-01001,00:39:53:09,00:39:53:09,
SPY900003-01002,00:39:48:07,00:39:48:07,
SPY900003-01003,00:39:53:19,00:39:53:19,
SPY900003-01004,00:39:55:17,00:39:55:17,
SPY900003-01005,00:39:54:10,00:39:54:10,
SPY900003-01006,00:39:55:20,00:39:55:20,
SPY900004-01001,00:48:37:07,00:48:37:07,
SPY900004-01002,00:46:40:11,00:46:40:11,
SPY900004-01003,00:44:47:13,00:44:47:13,
SPY900004-01004,00:46:50:22,00:46:50:22,
SPY900004-01005,00:47:07:07,00:47:07:07,
SPY900004-01006,00:46:38:06,00:46:38:06,
SPY900005-01001,00:45:35:01,00:45:35:01,
SPY900005-01002,00:45:07:17,00:45:07:17,
SPY900005-01003,00:44:20:01,00:44:20:01,
SPY900005-01004,00:45:20:07,00:45:20:07,
SPY900006-01001,00:53:41:22,00:53:41:21,
SPY900006-01002,01:00:16:18,01:00:16:19,
SPY900006-01003,00:57:27:07,00:57:27:06,
SPY900006-01004,00:50:06:23,00:50:06:23,
SPY900006-01005,00:52:41:06,00:52:41:06,
SPY900006-01006,00:56:22:01,00:56:22:01,
SPY900006-01007,00:57:18:05,00:57:18:05,
SPY900006-01008,00:58:06:24,00:58:06:24,
SPY900006-02001,00:59:57:00,00:59:57:01,
SPY900006-02002,00:48:56:00,00:48:56:01,
SPY900006-02003,00:58:37:14,00:58:37:15,
SPY900006-02004,00:59:34:05,00:59:34:05,
SPY900006-02005,00:59:41:16,00:59:41:16,
SPY900006-02006,01:00:59:23,01:00:59:23,
SPY900006-02007,00:56:42:02,00:56:42:02,
SPY900006-02008,01:07:39:09,01:07:39:09,
SPY900006-03001,00:43:08:03,00:43:08:03,
SPY900006-03002,00:59:18:10,00:59:18:10,
SPY900006-03003,00:50:03:16,00:50:03:16,
SPY900006-03004,00:54:34:09,00:54:34:09,
SPY900006-03005,00:53:31:10,00:53:31:10,
SPY900006-03006,00:53:44:17,,
SPY900006-03007,00:46:06:06,,
SPY900006-03008,01:14:15:06,,
SPY900007-01001,00:37:21:20,00:37:21:20,
SPY900007-01002,00:37:44:16,00:37:44:16,
SPY900007-01003,00:31:56:17,00:31:56:17,
SPY900007-01004,00:36:21:20,00:36:21:20,
SPY900007-01005,00:35:38:09,00:35:38:09,
SPY900007-01006,00:33:50:04,00:33:50:04,
SPY900007-01007,00:35:23:17,00:35:23:17,
SPY900007-01008,00:31:26:23,00:31:26:23,
SPY900007-01009,00:35:55:06,00:35:55:06,
SPY900008-01001,00:43:40:17,00:43:40:17,
SPY900008-01002,00:43:17:01,00:43:17:01,
SPY900008-01003,00:42:38:01,00:42:38:01,
SPY900008-01004,00:42:54:14,00:42:54:14,
SPY900008-01005,00:42:21:03,00:42:21:03,
SPY900008-01006,00:42:02:23,00:42:02:23,
SPY900008-01007,00:42:10:23,00:42:10:23,
SPY900008-01008,00:42:36:03,00:42:36:03,
SPY900008-02001,00:44:45:21,00:44:45:21,
SPY900008-02002,00:44:18:19,00:44:18:19,
SPY900008-02003,00:44:35:06,00:44:35:06,
SPY900008-02004,00:45:03:20,00:45:03:20,
SPY900008-02005,00:45:03:22,00:45:03:22,
SPY900008-02006,00:45:00:17,00:45:00:17,
SPY900008-02007,00:45:05:02,00:45:05:02,
SPY900008-02008,00:45:25:06,00:45:25:06,
SPY900009-01001,01:36:26:05,01:36:26:05,
SPY900009-01002,01:22:03:20,01:22:03:20,
SPY900009-01003,01:13:19:13,01:13:19:13,
SPY900009-01004,01:46:47:00,01:46:47:00,
SPY900010-01001,01:35:17:16,01:35:17:16,
SPY900010-01002,01:49:15:12,01:49:15:12,
SPY900011-01001,01:22:33:12,01:22:33:12,
SPY900011-01003,01:22:32:14,01:22:32:14,
SPY900012-01001,00:10:11:22,00:10:11:22,
SPY900012-01002,00:13:03:24,00:13:03:24,
SPY900012-01003,00:12:13:01,00:12:13:01,
SPY900012-01004,00:11:26:17,00:11:26:17,
SPY900012-01005,00:09:39:14,00:09:39:14,
SPY900012-01006,00:13:49:18,00:13:49:18,
SPY900012-01007,00:09:26:07,00:09:26:07,
SPY900012-01008,00:10:51:22,00:10:51:22,
SPY900012-01009,00:09:31:11,00:09:31:11,
SPY900012-01010,00:10:19:15,00:10:19:15,
SPY900012-01011,00:11:52:21,00:11:52:21,
SPY900012-01012,00:10:46:15,00:10:46:15,
SPY900012-01013,00:14:18:13,00:14:18:13,
SPY900012-01014,00:08:29:06,00:08:29:06,
SPY900012-01015,00:11:36:19,00:11:36:19,
SPY900013-01001,00:18:05:12,00:18:05:12,
SPY900013-01002,00:17:58:03,00:17:58:03,
SPY900013-01003,00:16:12:05,00:16:12:05,
SPY900013-01004,00:17:15:15,00:17:15:15,
SPY900013-01005,00:18:43:19,00:18:43:19,
SPY900013-01006,00:15:12:16,00:15:12:16,
SPY900013-01007,00:17:00:22,00:17:00:22,
SPY900013-01008,00:17:53:09,00:17:53:09,
SPY900013-01009,00:17:31:12,00:17:31:12,
SPY900013-01010,00:17:24:13,00:17:24:13,
SPY900013-02000,00:17:31:10,00:17:31:10,
SPY900013-02001,00:17:40:15,00:17:40:15,
SPY900013-02002,00:17:21:24,00:17:21:24,
SPY900013-02003,00:18:03:15,00:18:03:15,
SPY900013-02004,00:17:45:14,00:17:45:14,
SPY900013-02005,00:21:51:24,00:21:51:24,
SPY900013-02006,00:18:28:05,00:18:28:05,
SPY900013-02007,00:17:59:17,00:17:59:17,
SPY900013-02008,00:18:15:22,00:18:15:22,
SPY900013-02009,00:18:10:04,00:18:10:04,
SPY900013-02010,00:17:24:13,00:17:24:13,
SPY900013-03001,00:16:13:04,00:16:13:04,
SPY900013-03002,00:17:24:22,00:17:24:22,
SPY900013-03003,00:16:47:14,00:16:47:14,
SPY900013-03004,00:17:55:09,00:17:55:09,
SPY900013-03005,00:18:09:04,00:18:09:04,
SPY900013-03006,00:16:38:09,00:16:38:09,
SPY900013-03007,00:16:43:23,00:16:43:23,
SPY900013-03008,00:16:33:01,00:16:33:01,
SPY900013-03009,00:16:51:12,00:16:51:12,
SPY900014-01001,00:13:18:11,00:13:18:11,
SPY900014-01002,00:14:44:21,00:14:44:21,
SPY900014-01003,00:13:14:11,00:13:14:11,
SPY900014-01004,00:15:03:24,00:15:03:24,
SPY900014-01005,00:16:08:20,00:16:08:20,
SPY900014-01006,00:15:30:11,00:15:30:11,
SPY900014-01007,00:16:26:23,00:16:26:23,
SPY900014-01008,00:16:02:24,00:16:02:24,
SPY900014-01009,00:25:58:20,00:25:58:20,
SPY900016-01001,00:18:19:13,00:18:19:13,
SPY900016-01002,00:17:58:16,00:17:58:16,
SPY900016-01003,00:19:03:21,00:19:03:21,
SPY900016-01004,00:18:31:18,00:18:31:18,
SPY900017-01008,00:12:53:22,00:12:53:22,
SPY900017-02026,00:16:59:24,00:16:59:24,
SPY900017-02039,00:15:21:14,00:15:21:14,
SPY900017-02040,00:14:28:02,00:14:28:02,
SPY900017-02041,00:15:23:06,00:15:23:06,
SPY900017-02042,00:15:31:14,00:15:31:14,
SPY900017-02043,00:15:28:10,00:15:28:10,
SPY900017-02044,00:14:58:18,00:14:58:18,
SPY900017-02045,00:15:03:19,00:15:03:19,
SPY900017-02046,00:15:20:06,00:15:20:06,
SPY900017-02047,00:15:26:20,00:15:26:20,
SPY900017-02048,00:14:40:01,00:14:40:01,
SPY900017-02049,00:15:38:13,00:15:38:13,
SPY900017-03001,00:15:00:00,#N/D,
SPY900017-03002,00:15:00:16,#N/D,
SPY900017-03003,00:15:00:00,#N/D,
SPY900017-03004,00:14:59:24,#N/D,
SPY900017-03005,00:15:00:00,#N/D,
SPY900017-03006,00:14:59:24,#N/D,
SPY900017-03007,00:14:59:24,#N/D,
SPY900017-03008,00:14:59:24,#N/D,
SPY900017-03009,00:15:00:00,#N/D,
SPY900017-03010,00:14:59:04,#N/D,
SPY900017-03011,00:14:59:19,#N/D,
SPY900017-03012,00:14:59:24,#N/D,
SPY900017-03013,00:14:59:24,#N/D,
SPY900017-03014,00:14:59:24,#N/D,
SPY900017-03015,00:14:59:24,#N/D,
SPY900017-03016,00:14:59:24,#N/D,
SPY900017-03017,00:14:59:24,#N/D,
SPY900017-03018,00:14:59:24,#N/D,
SPY900017-03019,00:14:59:24,#N/D,
SPY900017-03020,00:14:59:24,#N/D,
SPY900017-03021,00:14:59:24,#N/D,
SPY900017-03022,00:14:59:24,#N/D,
SPY900017-03023,00:14:59:24,#N/D,
SPY900017-03024,00:14:59:24,#N/D,
SPY900017-03025,00:14:59:24,#N/D,
SPY900017-03026,00:14:59:24,#N/D,
SPY900017-03027,00:14:59:24,#N/D,
SPY900017-03028,00:14:59:24,#N/D,
SPY900017-03029,00:14:59:24,#N/D,
SPY900017-03030,00:14:59:24,#N/D,
SPY900017-03031,00:15:00:00,#N/D,
SPY900017-03032,00:14:59:24,#N/D,
SPY900017-03033,00:15:00:00,#N/D,
SPY900017-03034,00:15:00:00,#N/D,
SPY900017-03035,00:14:59:24,#N/D,
SPY900017-03036,00:14:59:24,#N/D,
SPY900017-03037,00:14:59:24,#N/D,
SPY900017-03038,00:14:59:24,#N/D,
SPY900017-03039,00:14:59:24,#N/D,
SPY900017-03040,00:14:59:24,#N/D,
SPY900017-03041,00:14:59:24,#N/D,
SPY900017-03042,00:14:59:24,#N/D,
SPY900018-01001,00:15:35:23,00:15:35:23,
SPY900018-01002,00:17:35:06,00:17:35:06,
SPY900018-01003,00:16:49:19,00:16:49:19,
SPY900018-01004,00:16:14:14,00:16:14:14,
SPY900018-01005,00:15:00:11,00:15:00:11,
SPY900018-01006,00:15:00:17,00:15:00:17,
SPY900018-01007,00:15:00:05,00:15:00:05,
SPY900018-01008,00:15:00:21,00:15:00:21,
SPY900019-01001,00:16:56:03,00:16:56:03,
SPY900019-01002,00:16:08:00,00:16:08:00,
SPY900019-01003,00:16:46:18,00:16:46:18,
SPY900019-01004,00:15:26:00,00:15:26:00,
SPY900019-01005,00:16:58:15,00:16:58:15,
SPY900020-01001,00:40:00:01,00:40:00:01,
SPY900020-01002,00:40:00:01,00:40:00:01,
SPY900020-01003,00:40:00:00,00:40:00:00,
SPY900020-01004,00:40:36:16,00:40:36:16,
SPY900020-01005,00:40:00:00,00:40:00:00,
SPY900020-01006,00:40:00:00,00:40:00:00,
SPY900020-01007,00:40:09:00,00:40:09:00,
SPY900020-01008,00:39:46:00,00:39:46:00,
SPY900020-01009,00:40:00:00,00:40:00:00,
SPY900020-01010,00:40:00:00,00:40:00:00,
SPY900020-01011,00:40:37:00,00:40:37:00,
SPY900020-01012,00:40:30:23,00:40:30:23,
SPY900020-01013,00:40:07:00,00:40:07:00,
SPY900020-01014,00:40:12:00,00:40:12:00,
SPY900020-01015,00:39:06:07,00:39:06:07,
SPY900020-01019,00:40:27:10,00:40:27:10,
SPY900020-01020,00:39:10:00,00:39:10:00,
SPY900020-01021,00:39:18:24,00:39:18:24,
SPY900020-01022,00:41:00:00,00:41:00:00,
SPY900020-01023,00:39:50:00,00:39:50:00,
SPY900020-01024,00:40:50:00,00:40:50:00,
SPY900020-01025,00:40:00:00,00:40:00:00,
SPY900020-01026,00:40:20:10,00:40:20:10,
SPY900020-01027,00:39:52:20,00:39:52:20,
SPY900020-01028,00:41:00:00,00:41:00:00,
SPY900020-01029,00:40:27:00,00:40:27:00,
SPY900020-01030,00:40:30:00,00:40:30:00,
SPY900020-01031,00:41:00:00,00:41:00:00,
SPY900020-01032,00:40:34:00,00:40:34:00,
SPY900020-01033,00:39:31:00,00:39:31:00,
SPY900020-01034,00:40:40:00,00:40:40:00,
SPY900020-01035,00:39:40:00,00:39:40:00,
SPY900020-01036,00:40:00:00,00:40:00:00,
SPY900020-01037,00:40:25:00,00:40:25:00,
SPY900020-01038,00:40:52:00,00:40:52:00,
SPY900020-02001,00:24:43:17,#N/D,
SPY900020-02002,00:26:00:00,#N/D,
SPY900020-02003,00:26:00:00,#N/D,
SPY900020-02004,00:24:50:00,#N/D,
SPY900020-02005,00:25:37:00,#N/D,
SPY900020-02006,00:24:42:00,#N/D,
SPY900020-02007,00:25:46:00,#N/D,
SPY900020-02008,00:25:48:00,#N/D,
SPY900020-02009,00:25:30:00,#N/D,
SPY900020-02010,00:25:26:00,#N/D,
SPY900020-02011,00:25:25:00,#N/D,
SPY900020-02012,00:25:59:24,#N/D,
SPY900020-02013,00:26:00:00,#N/D,
SPY900020-02014,00:25:47:00,#N/D,
SPY900020-02015,00:25:54:00,#N/D,
SPY900020-02016,00:25:18:00,#N/D,
SPY900020-02017,00:26:00:00,#N/D,
SPY900020-02018,00:25:44:00,#N/D,
SPY900020-02019,00:26:00:00,#N/D,
SPY900020-02020,00:25:53:00,#N/D,
SPY900020-02021,00:24:11:00,#N/D,
SPY900020-02022,00:24:59:00,#N/D,
SPY900020-02023,00:26:00:00,#N/D,
SPY900020-02024,00:26:00:00,#N/D,
SPY900020-02025,00:26:00:00,#N/D,
SPY900020-02026,00:25:56:00,#N/D,
SPY900020-02027,00:25:34:00,#N/D,
SPY900020-02028,00:28:00:00,#N/D,
SPY900020-02029,00:25:58:00,#N/D,
SPY900020-02030,00:25:37:00,#N/D,
SPY900020-02031,00:25:55:00,#N/D,
SPY900020-02032,00:26:00:00,#N/D,
SPY900020-02033,00:27:00:00,#N/D,
SPY900020-02034,00:25:59:00,#N/D,
SPY900021-01001,00:23:04:18,00:23:04:18,
SPY900021-01002,00:22:08:00,00:22:08:00,
SPY900021-01003,00:20:55:08,00:20:55:08,
SPY900021-01004,00:21:21:16,00:21:21:16,
SPY900022-01001,00:46:46:00,00:46:46:09,
SPY900022-01003,00:48:49:00,00:48:49:14,
SPY900022-01005,00:38:28:00,00:38:28:00,
SPY900022-01023,00:40:49:22,00:40:49:22,
SPY900022-02001,00:48:12:13,00:48:12:13,
SPY900022-02002,00:44:35:14,00:44:35:14,
SPY900022-02003,00:48:05:05,00:48:05:05,
SPY900022-02004,00:46:48:13,00:46:48:13,
SPY900022-02005,00:42:19:02,00:42:19:02,
SPY900022-02006,00:46:52:01,00:46:52:01,
SPY900022-02007,00:45:49:11,00:45:49:11,
SPY900022-02008,00:47:24:03,00:47:24:03,
SPY900022-02009,00:44:25:11,00:44:25:11,
SPY900022-02010,00:54:43:23,00:54:43:23,
SPY900022-02011,00:45:59:13,00:45:59:13,
SPY900022-02012,00:48:47:06,00:48:47:06,
SPY900022-02013,00:45:28:09,00:45:28:09,
SPY900022-02014,00:48:23:08,00:48:23:08,
SPY900022-02015,00:47:04:01,00:47:04:01,
SPY900022-02016,00:50:52:00,00:50:52:00,
SPY900022-02017,00:46:45:16,00:46:45:16,
SPY900022-02018,00:47:23:00,00:47:23:00,
SPY900022-02019,00:41:56:08,00:41:56:08,
SPY900022-02020,00:44:57:12,00:44:57:12,
SPY900022-02021,00:40:46:23,00:40:46:23,
SPY900022-02022,00:43:32:08,00:43:32:08,
SPY900022-02023,00:39:06:01,00:39:06:01,
SPY900022-03001,00:46:17:05,#N/D,
SPY900022-03002,00:39:19:07,#N/D,
SPY900022-03003,00:42:52:20,#N/D,
SPY900022-03004,00:43:03:04,#N/D,
SPY900022-03005,00:45:19:20,#N/D,
SPY900022-03006,00:46:41:22,#N/D,
SPY900022-03007,00:47:50:05,#N/D,
SPY900022-03008,00:46:28:13,#N/D,
SPY900022-03009,00:49:47:02,#N/D,
SPY900022-03010,00:48:47:14,#N/D,
SPY900022-03011,00:45:00:14,#N/D,
SPY900022-03012,00:43:33:13,#N/D,
SPY900022-03013,00:40:48:06,#N/D,
SPY900022-03014,00:51:25:00,#N/D,
SPY900022-03015,00:51:24:17,#N/D,
SPY900022-03016,00:47:22:00,#N/D,
SPY900023-01001,00:52:00:06,00:52:00:06,
SPY900023-01002,00:51:51:11,00:51:51:11,
SPY900023-01003,00:52:08:21,00:52:08:21,
SPY900024-01001,00:47:22:24,00:47:22:24,
SPY900024-01002,00:47:57:14,00:47:57:14,
SPY900024-01003,00:46:39:00,00:46:39:00,
SPY900024-01004,00:48:24:06,00:48:24:06,
SPY900024-01005,00:46:08:00,00:46:08:00,
SPY900024-01006,00:47:59:00,00:47:59:00,
SPY900024-01007,00:45:26:00,00:45:26:00,
SPY900024-01008,00:47:59:09,00:47:59:09,
SPY900024-01009,00:46:12:23,00:46:12:23,
SPY900024-01010,00:46:26:08,00:46:26:08,
SPY900024-02001,00:46:21:17,00:46:21:17,
SPY900024-02002,00:46:19:17,00:46:19:17,
SPY900024-02003,00:46:13:22,00:46:13:22,
SPY900024-02004,00:47:01:01,00:47:01:01,
SPY900024-02005,00:46:27:00,00:46:27:00,
SPY900024-02006,00:46:54:15,00:46:54:15,
SPY900024-02007,00:46:05:04,00:46:05:04,
SPY900024-02008,00:46:09:09,00:46:09:09,
SPY900024-02009,00:47:03:07,00:47:03:07,
SPY900024-02010,00:46:05:11,00:46:05:11,
SPY900024-02011,00:46:55:14,00:46:55:14,
SPY900024-02012,00:46:26:02,00:46:26:02,
SPY900024-03001,00:46:06:13,00:46:06:13,
SPY900024-03002,00:41:00:09,00:41:00:09,
SPY900024-03003,00:46:29:22,00:46:29:22,
SPY900024-03004,00:45:38:15,00:45:38:15,
SPY900024-03005,00:45:09:03,00:45:09:03,
SPY900024-03006,00:46:18:11,00:46:18:11,
SPY900024-03007,00:46:03:11,00:46:03:11,
SPY900024-03008,00:46:16:03,00:46:16:03,
SPY900024-03009,00:46:19:06,00:46:19:06,
SPY900024-03010,00:46:05:09,00:46:05:09,
SPY900024-03011,00:46:04:02,00:46:04:02,
SPY900024-03012,00:46:22:12,00:46:22:12,
SPY900025-01001,00:55:19:12,00:55:19:12,
SPY900025-01002,00:54:38:23,00:54:38:22,
SPY900025-01003,00:53:09:08,00:53:09:08,
SPY900025-01004,00:54:33:09,00:54:33:09,
SPY900025-01005,00:54:27:21,00:54:27:21,
SPY900025-01006,00:54:19:17,00:54:19:17,
SPY900025-01007,00:53:22:20,00:53:22:21,
SPY900025-01008,00:52:36:06,00:52:36:06,
SPY900026-01001,00:55:34:02,00:55:34:02,
SPY900026-01002,00:55:34:16,00:55:34:16,
SPY900026-01003,00:55:37:20,00:55:37:20,
SPY900026-01004,00:55:42:00,00:55:42:00,
SPY900026-02001,00:55:39:00,00:55:39:00,
SPY900026-02002,00:55:40:00,00:55:40:00,
SPY900026-02003,00:55:37:20,00:55:37:20,
SPY900026-02004,00:57:05:00,00:57:05:00,
SPY900027-01001,00:57:36:10,00:57:36:10,
SPY900027-01002,00:53:43:19,00:53:43:19,
SPY900027-01003,00:53:39:22,00:53:39:22,
SPY900027-01004,00:55:52:18,00:55:52:18,
SPY900027-01005,00:48:45:05,00:48:45:05,
SPY900027-01006,00:58:50:01,00:58:50:01,
SPY900028-07001,00:46:42:09,00:46:42:09,
SPY900028-07002,00:46:13:17,00:46:13:17,
SPY900028-07003,00:46:23:01,00:46:23:01,
SPY900028-07004,00:46:10:10,00:46:10:10,
SPY900028-07005,00:46:09:10,00:46:09:10,
SPY900028-07006,00:46:24:01,00:46:24:01,
SPY900028-07007,00:46:19:01,00:46:19:01,
SPY900028-07008,00:45:48:01,00:45:48:01,
SPY900028-07009,00:46:01:20,00:46:01:20,
SPY900028-08001,00:46:15:01,00:46:15:01,
SPY900028-08002,00:46:32:01,00:46:32:01,
SPY900028-08003,00:46:31:01,00:46:31:01,
SPY900028-08004,00:46:27:01,00:46:27:01,
SPY900028-08005,00:46:32:19,00:46:32:19,
SPY900028-08006,00:46:39:04,00:46:39:04,
SPY900028-08007,00:46:25:01,00:46:25:01,
SPY900028-08008,00:46:27:03,00:46:27:03,
SPY900029-01001,00:56:19:17,00:56:19:17,
SPY900029-01002,00:56:30:07,00:56:30:07,
SPY900029-01003,00:57:31:03,00:57:31:03,
SPY900029-01004,00:55:49:04,00:55:49:04,
SPY900030-01001,00:26:03:19,00:26:03:19,
SPY900030-01002,00:26:20:06,00:26:20:06,
SPY900030-01003,00:25:28:14,00:25:28:14,
SPY900030-01004,00:26:10:15,00:26:10:15,
SPY900030-01005,00:22:57:19,00:22:57:19,
SPY900030-01006,00:25:11:21,00:25:11:21,
SPY900030-02001,00:25:40:22,00:25:40:22,
SPY900030-02002,00:25:25:09,00:25:25:09,
SPY900030-02003,00:22:42:23,00:22:42:23,
SPY900030-02004,00:27:11:23,00:27:11:23,
SPY900030-02005,00:22:57:17,00:22:57:17,
SPY900030-02006,00:26:31:08,00:26:31:08,
SPY900031-01001,00:46:39:02,00:46:39:02,
SPY900031-01002,00:46:35:16,00:46:35:16,
SPY900031-01003,00:46:55:14,00:46:55:14,
SPY900031-02001,00:46:48:19,00:46:48:19,
SPY900031-02002,00:46:48:11,00:46:48:11,
SPY900031-02003,00:46:39:12,00:46:39:12,
SPY900031-02004,00:46:44:05,00:46:44:05,
SPY900031-02005,00:46:46:12,00:46:46:12,
SPY900031-02006,00:46:47:20,00:46:47:20,
SPY900031-02007,00:46:39:08,00:46:39:08,
SPY900032-01001,00:56:51:04,00:56:51:04,
SPY900032-01002,00:56:27:19,00:56:27:19,
SPY900032-01003,00:56:10:11,00:56:10:11,
SPY900033-01001,00:22:08:22,00:22:08:22,
SPY900033-01002,00:22:08:00,00:22:08:00,
SPY900033-01003,00:22:04:04,00:22:04:04,
SPY900033-01004,00:22:07:00,00:22:07:00,
SPY900033-01005,00:22:01:15,00:22:01:15,
SPY900033-01006,00:22:04:13,00:22:04:13,
SPY900034-01001,00:53:12:00,00:53:12:00,
SPY900034-01002,00:53:15:21,00:53:15:21,
SPY900035-01001,00:59:01:02,00:59:01:02,
SPY900035-01002,00:58:51:00,00:58:51:00,
SPY900035-01003,00:58:43:01,00:58:43:01,
